nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo
DR. DANIEL ARAGÃO,mazevedo@bol.com.br,,31-02-2023,"442,78",699,não
João Miguel Costela,augusto99@caldeira.net,,1973/08/13,9534.3,,não
VITÓRIA DA ROCHA,cardosobreno@moura.com,,1988-01-15,5830.94,,no
gustavo henrique oliveira,ribeirobruno@melo.com,,2000-11-13,8647.74,null,sim
lívia fogaça,rodrigoaragao@caldeira.com,,2012-07-02,3431.94,,no
luiz felipe da costa,silvafernanda@vieira.com,,2006/01/18,R$ 580.28,632,true
Diego Jesus,sarah85@barros.net,,22/07/1981,R$ 944.13,984,no
Dr. Ryan Pires,portocecilia@da.com,57,12/05/1993,7625.41,null,não
kamilly da mota,ida-paz@goncalves.com,25,2002-09-12,"87,64",null,no
sra. sofia ribeiro,aribeiro@cunha.br,,1997/01/25,"353,28",694-N,yes
dr. paulo caldeira,souzapietro@lopes.net,,1970-07-31,"356,88",null,sim
Mariane Pereira,gsales@campos.org,,19/07/2000,4317.18,684,no
Dra. Maria Clara Gonçalves,yagoramos@jesus.com,,1988/10/22,4228.32,511,1
Renan Cunha,cda-mata@da.br,,13/11/1985,"479,12",245,1
Elisa Dias,udias@rodrigues.com,62,1998-04-12,R$ 567.96,404,1
FERNANDA ROCHA,da-rochavitor@freitas.br,,31-02-2023,"760,14",400-I,1
Raquel Araújo,lda-costa@alves.net,,31-02-2023,R$ 602.9,,não
STEPHANY DA MATA,danilo01@da.br,,13/11/1993,"809,9",,0
ISAAC REZENDE,ramosesther@gmail.com,,2005-07-25,R$ 290.52,null,no
DAVI LUCAS DA CRUZ,julia52@yahoo.com.br,60,31-02-2023,"637,52",314,true
Sr. Levi Alves,gsilva@freitas.org,53,31-02-2023,"431,83",,false
Leonardo Correia,xda-rocha@campos.com,,31-02-2023,4047.59,,false
Isabelly Nunes,joana60@da.com,,31-02-2023,4112.49,734-E,1
Melissa Rodrigues,monteirodanilo@hotmail.com,58,31-02-2023,R$ 772.91,545,yes
Lívia Gomes,ribeiromaite@gmail.com,,31-02-2023,7976.53,732-A,sim
Dr. Luiz Felipe Nogueira,castrobenicio@araujo.br,,17/02/1970,R$ 357.76,892-D,yes
Alice Silva,ian50@nunes.com,,10/11/1996,R$ 3.78,523-I,false
PEDRO MIGUEL SILVEIRA,rezendepietro@rocha.br,,2022-04-26,3059.8,201-A,true
joão guilherme ramos,mnovaes@duarte.br,47,2020-08-17,673.5,null,yes
Laís Souza,oliveiraluiz-fernando@alves.net,20,1968/05/01,1627.35,null,true
Fernanda Peixoto,rodrigoaraujo@ferreira.com,,1991-09-25,R$ 601.94,null,yes
Cauê Silveira,barbaracostela@freitas.com,,31-02-2023,6379.25,567,sim
DAVI SILVA,scavalcanti@gmail.com,55,2011-02-01,2279.5,719-J,não
Mariane Barbosa,cavalcantidaniela@correia.br,,31-02-2023,R$ 875.59,843,1
SRA. CLARA PEIXOTO,vvieira@almeida.com,,31-02-2023,R$ 818.42,,sim
clarice pereira,joao-guilherme25@lima.com,,1997-09-29,2181.12,863-N,1
Sarah Oliveira,maysa18@bol.com.br,,2019-07-06,R$ 653.71,,yes
Larissa Da Mata,joao-guilherme04@ig.com.br,62,1991/04/03,"449,47",,yes
alexandre oliveira,email_invalido@.com,37,09/03/1971,"304,72",342,1
Rebeca Rezende,lararocha@castro.com,,2019-08-10,R$ 392.94,,não
Miguel Peixoto,email_invalido@.com,,31-02-2023,"719,30",null,true
Vitor Araújo,valentinarocha@uol.com.br,,31-02-2023,2955.65,412-C,sim
Sr. Renan Campos,santoselisa@uol.com.br,,31-02-2023,"963,76",,true
Mariane Da Rosa,ana-luiza67@hotmail.com,51,1973-04-26,"438,66",,false
antônio alves,calebe42@das.br,66,31-02-2023,R$ 124.64,,yes
PIETRA VIANA,antonioda-mata@nogueira.com,58,1955/08/28,R$ 531.8,null,não
Eloah Ramos,email_invalido@.com,,19/06/1945,R$ 229.78,,yes
bryan pires,agathada-conceicao@yahoo.com.br,41,1999/07/19,5002.42,null,false
Maria Cecília da Cruz,bruna25@martins.com,,1979-04-16,R$ 233.93,,
Isabelly Castro,cardosojoao@yahoo.com.br,47,19/11/1964,7575.63,652,yes
renan rocha,teixeiraraul@gmail.com,64,2017-03-05,2179.6,317,false
ALANA GONÇALVES,maria-luizagoncalves@gomes.br,,16/09/1961,6338.2,197,false
Dra. Agatha Viana,pmartins@novaes.com,27,31-02-2023,"708,74",null,true
Fernando Gonçalves,portomarcelo@teixeira.com,23,31-02-2023,2617.46,,false
Giovanna Ramos,da-motaana-julia@hotmail.com,,31-02-2023,"448,97",149,1
Ana Julia Barbosa,salesevelyn@yahoo.com.br,,31-02-2023,"802,50",686-B,1
SOPHIE LOPES,framos@ig.com.br,,09/03/1962,R$ 388.54,585,false
milena carvalho,cunhapietra@moreira.com,45,2020-09-21,7270.1,,true
calebe duarte,zda-conceicao@ig.com.br,45,15/05/1972,183.63,,no
cecília azevedo,henrique75@ig.com.br,45,31-02-2023,1551.92,105-O,1
sr. luiz miguel melo,xsilveira@da.com,,2010-01-01,"200,49",707,no
Ana Vitória Alves,email_invalido@.com,,31-02-2023,7881.94,,sim
Milena Cunha,mmartins@monteiro.org,,1937/04/09,R$ 312.48,,yes
Anthony Das Neves,vcardoso@viana.br,66,31-02-2023,9110.48,,true
João Felipe Cunha,camila27@nascimento.br,,1991/04/27,R$ 72.13,null,não
Pietra Moreira,yrocha@souza.br,25,1996-01-17,R$ 980.51,540,1
bruna viana,calebecampos@da.br,,31-02-2023,7663.0,828-P,no
Lucca Porto,epereira@bol.com.br,,1974-08-04,"92,42",null,não
Emanuelly Caldeira,gustavo-henrique91@azevedo.com,67,1982/10/08,R$ 544.9,null,yes
dr. joão pedro fogaça,guilherme53@bol.com.br,29,21/06/1970,1107.98,868,1
Bárbara Porto,moreiravalentina@aragao.net,29,1994-09-27,"611,18",,false
ELOAH NOGUEIRA,beatriz42@gmail.com,54,31-02-2023,3231.49,null,1
Luiz Miguel Cunha,lda-mota@cavalcanti.com,,07/04/1967,7664.46,,false
raul lopes,email_invalido@.com,21,1986/12/31,R$ 751.93,683-L,true
REBECA DA CUNHA,noliveira@yahoo.com.br,,1957/01/24,6458.31,null,true
Rafael Moreira,cavalcantifernanda@caldeira.br,,31-02-2023,R$ 956.63,,não
Kamilly Gonçalves,monteirosophie@sales.org,,1992-10-11,R$ 795.16,143-Q,
Stephany Alves,upereira@ribeiro.com,,04/03/1983,R$ 881.45,null,1
Sra. Maysa Cardoso,pcavalcanti@yahoo.com.br,33,18/11/1935,"366,18",null,false
calebe azevedo,lucasnascimento@cunha.org,,1964/03/23,"741,84",,no
mariane gomes,araujopedro@carvalho.com,,1943/03/21,"530,58",null,no
Luiz Gustavo Aragão,ijesus@uol.com.br,32,31-02-2023,9357.5,263-U,sim
RENAN VIEIRA,beatrizgomes@hotmail.com,,1969/02/14,"165,75",,1
Lucas Vieira,lopesluiza@ig.com.br,,31-02-2023,R$ 591.56,249,no
Nicole Campos,fcarvalho@cardoso.com,,31-02-2023,2922.77,null,false
Dr. Joaquim da Rocha,fda-mata@hotmail.com,,2023-09-07,7827.59,284-F,false
JOÃO PEDRO CAMPOS,emanuellacardoso@gmail.com,,09/01/1995,323.85,656,false
Maria Fernanda da Paz,tpinto@novaes.br,,31-02-2023,R$ 621.55,902,sim
MARIA CECÍLIA DUARTE,ana-carolina14@gmail.com,,31-02-2023,7710.81,,false
Lívia Dias,vcostela@souza.br,,1985-08-03,8859.11,,0
juan carvalho,lcunha@da.br,70,17/12/2004,R$ 385.24,null,no
Srta. Elisa Rodrigues,maysa57@uol.com.br,,1987-03-31,"997,41",971-I,sim
ELOAH FOGAÇA,hda-mata@cunha.com,,31-02-2023,"129,73",564,no
evelyn sales,da-mataisis@araujo.net,,05/03/2001,9543.9,381,sim
MARIA EDUARDA OLIVEIRA,brendarodrigues@cardoso.br,,31-02-2023,7157.43,null,false
lucas lima,ccampos@da.br,,1994/10/30,6001.88,534,
Melissa Pinto,bdias@santos.net,58,1946/08/13,1745.83,,false
Ana Sophia Da Paz,cunhaenrico@hotmail.com,26,1975-08-14,"554,7",null,1
Dr. Nicolas Cunha,lucasdas-neves@uol.com.br,57,2015-04-13,R$ 787.5,,0
Luiz Miguel Azevedo,vitor-gabrielda-mota@caldeira.br,,25/04/1993,8028.8,null,true
SRA. CATARINA CARDOSO,mirellada-conceicao@lopes.br,,1943/03/30,R$ 378.6,null,0
mariana alves,daniela22@gmail.com,,31-02-2023,R$ 588.47,817-K,false
Dr. Augusto Vieira,daniela14@da.com,,31-02-2023,"638,50",,
Dr. Pedro Miguel Alves,luiz-felipealmeida@uol.com.br,66,25/12/1995,8601.74,461-V,yes
agatha rodrigues,almeidaigor@ig.com.br,23,1970-02-16,R$ 318.16,,1
Maria Julia Carvalho,onascimento@lima.com,,1966/10/15,"915,0",231,
Ana Beatriz Da Costa,silvaemanuel@goncalves.com,,31-02-2023,"330,91",null,1
ELISA DA MOTA,paulomartins@ferreira.com,,31-02-2023,R$ 88.56,810,yes
sr. levi cunha,gustavoramos@bol.com.br,,2020-03-10,9187.7,580,1
GUSTAVO HENRIQUE LIMA,jgomes@jesus.com,34,2002-03-26,"578,30",,
dr. daniel moraes,tlima@uol.com.br,53,14/08/1953,"932,90",777,no
Pietro Souza,vramos@da.net,45,1951/01/01,"683,42",426,true
CAUÃ GOMES,joao-miguelcardoso@jesus.com,,31-02-2023,"250,0",818-Y,false
Srta. Agatha Peixoto,helenarocha@jesus.br,35,31-02-2023,"11,61",756-P,false
Emanuel Souza,limahelena@sales.com,50,2005/12/14,7102.33,940-D,
LARISSA MARTINS,anthonyda-rosa@cardoso.com,,31-02-2023,R$ 703.6,,sim
Helena Monteiro,zcardoso@martins.com,,31-02-2023,8856.27,313,0
Vicente Martins,davi-lucca24@hotmail.com,,13/03/2002,"115,22",null,
maysa teixeira,ianmelo@uol.com.br,,31-02-2023,4573.73,,false
Pietra Ferreira,caua55@souza.com,,31-02-2023,4390.59,null,
Raquel Aragão,da-rocharafael@yahoo.com.br,,31-02-2023,"595,65",843,no
LAÍS FREITAS,plima@carvalho.org,22,2021-07-10,6407.41,null,false
Juan Freitas,jferreira@nogueira.org,,04/04/1974,"915,73",null,
André Vieira,bryanteixeira@hotmail.com,31,31-02-2023,9141.88,829,no
BÁRBARA DA ROSA,monteiroana-clara@rocha.com,30,2014-06-02,8253.9,,false
JOÃO PEREIRA,davimelo@pinto.br,28,1962/09/09,R$ 833.96,null,sim
Luiz Miguel Moraes,vieiraheloisa@fogaca.br,44,06/07/1985,R$ 582.8,573,true
Maria Monteiro,maria-alicecardoso@yahoo.com.br,53,14/10/1955,6042.74,191-G,0
bruno viana,email_invalido@.com,,31-02-2023,8266.36,853-R,yes
MARIA VITÓRIA MORAES,orodrigues@ig.com.br,,1964/12/17,"911,9",null,yes
isis da paz,fernandesjoao-vitor@goncalves.org,,31-02-2023,912.46,,0
milena lima,plopes@ig.com.br,,11/04/1988,"907,40",602,sim
VITÓRIA CORREIA,ana-lauraferreira@yahoo.com.br,45,1982/11/05,8489.43,,false
GUSTAVO ALMEIDA,raquelmoura@caldeira.net,57,1961/02/06,6820.78,164,0
luiz fernando lopes,peixotomaysa@freitas.net,,31-02-2023,R$ 206.9,,0
Dr. Isaac Ferreira,qda-paz@bol.com.br,26,1962/08/05,"973,36",705-A,1
bruna da cunha,barbosaana-vitoria@cardoso.br,,31-02-2023,"93,63",241-Q,true
Daniel Silveira,lara84@gmail.com,,1977/09/24,R$ 517.96,null,sim
João Moreira,freitasmarcela@da.br,,31-02-2023,"537,30",null,0
Bárbara Novaes,melissa58@moraes.br,45,17/01/1945,R$ 118.66,null,1
Lucas Da Cunha,cunhamaite@ig.com.br,,14/08/2005,R$ 580.58,null,false
Dra. Olivia Fogaça,rafaela73@bol.com.br,,16/05/1940,3763.35,,
Erick Azevedo,luiza48@pereira.net,,09/05/2005,7077.66,null,
BENÍCIO ROCHA,samuel48@almeida.net,68,1944/06/23,5626.53,934-H,0
Gabrielly da Conceição,davi-luccasales@costa.br,41,31-02-2023,"361,95",551,
Dra. Luna Pires,mda-costa@ig.com.br,39,07/03/1937,7319.74,856,não
Sra. Ana Clara Cardoso,fernanda65@almeida.br,,2015-03-30,"480,86",682,yes
evelyn porto,davi-lucca19@cardoso.com,,15/04/1997,9619.69,685-S,0
Alexia Cavalcanti,ibarros@jesus.com,,20/04/1944,5290.3,287-D,0
ISABELLY ALVES,email_invalido@.com,,31-02-2023,R$ 925.17,829-J,
Leandro Gomes,kamillyfernandes@campos.br,,2013-11-08,"753,49",null,
Clara Rezende,noah81@bol.com.br,52,24/06/1959,"848,13",null,
Ana Luiza Araújo,maitecaldeira@yahoo.com.br,,1984-11-24,127.82,867,no
JOÃO VITOR BARBOSA,kduarte@nascimento.com,29,1979/08/25,2406.3,,false
Luiz Miguel Correia,souzamarcelo@yahoo.com.br,,31-02-2023,8431.7,586-A,no
Ana Sophia Melo,silvavicente@ig.com.br,,1999-07-05,R$ 599.67,182-X,yes
vitor gabriel pires,zrodrigues@monteiro.net,,22/10/1979,R$ 338.69,null,sim
Srta. Isabel Pereira,calebeazevedo@goncalves.br,62,1970-01-06,"474,11",,true
esther caldeira,lferreira@gmail.com,37,1956/05/08,R$ 343.72,312-S,1
João Felipe Lopes,mcorreia@vieira.org,,2019-04-09,"539,36",null,0
SAMUEL NASCIMENTO,julia69@nascimento.com,23,1986-08-18,"411,8",null,
alícia porto,piresenzo-gabriel@cavalcanti.br,,1996/08/16,R$ 521.17,745,
nina ferreira,breno47@da.net,,1974/06/23,6061.4,425-J,sim
MELISSA ARAGÃO,evelyn60@hotmail.com,44,09/08/2000,2182.22,null,
nina costa,moreirabenicio@pereira.org,,12/03/1954,7277.76,null,1
Sra. Eloah Barbosa,luiz-fernando19@uol.com.br,23,1975-03-09,R$ 788.38,201,true
LUCCA DAS NEVES,ana-livia90@cardoso.com,44,2001/07/16,R$ 618.75,null,não
SR. ANDRÉ CUNHA,qda-rocha@melo.br,,2019-01-23,R$ 509.41,444-O,1
Kaique Rodrigues,vitor-gabriel78@gmail.com,,31-02-2023,R$ 0.16,null,true
Sr. Enrico Melo,tsilva@yahoo.com.br,,2002/12/26,6508.66,281,não
ana sophia da rocha,pintoluna@uol.com.br,,14/10/1982,7827.85,null,true
sofia cardoso,daviribeiro@rodrigues.br,61,03/08/1987,5057.75,null,
PAULO DA MATA,cnunes@gmail.com,36,31-02-2023,"522,67",324-B,true
kevin souza,maria-sophiadas-neves@gmail.com,,1939/11/05,4161.21,756-Q,false
Sarah Moraes,mendesmarcos-vinicius@uol.com.br,43,19/09/1994,R$ 911.84,null,yes
Francisco Vieira,moreiraluiz-otavio@araujo.com,,1980-09-10,8384.3,607,não
Isaac Barros,email_invalido@.com,,1990-11-30,"749,18",,não
SAMUEL AZEVEDO,ana-clara95@ig.com.br,,31-02-2023,R$ 118.5,,false
Marina Da Paz,vitor73@caldeira.com,,31-02-2023,9868.79,,
sofia farias,maria63@rezende.net,,2022-07-02,"773,38",null,não
sophie da costa,dcardoso@rezende.br,66,1999/10/10,"936,59",627-K,não
GUSTAVO DA MOTA,email_invalido@.com,56,12/09/1969,9025.96,null,sim
Dra. Ana Laura Barros,levinovaes@cardoso.br,,1951/03/06,R$ 271.85,,não
emanuelly souza,iaragao@ig.com.br,,2009-01-30,"900,30",605-I,sim
ANA JÚLIA SILVEIRA,email_invalido@.com,47,09/07/1940,1602.86,null,0
Dr. Luiz Fernando Rodrigues,epeixoto@cardoso.br,31,08/10/1974,"253,30",947,false
Dra. Lavínia Lima,julia74@uol.com.br,,26/08/1963,1902.22,null,false
dr. breno alves,stephany37@melo.br,,1960/05/18,"389,55",793-Y,no
EMANUELLY MENDES,emanuel23@da.net,56,13/10/1974,"35,80",,1
PEDRO ROCHA,joao-lucas36@bol.com.br,31,1963/03/11,"23,69",368-A,
maria fernanda vieira,vramos@gmail.com,,2018-03-28,9715.44,null,no
sra. luiza fogaça,email_invalido@.com,,31-02-2023,7892.16,,sim
vitória viana,msouza@correia.br,54,27/07/1952,"123,43",,false
Sofia Santos,ana-livia92@lima.br,,1999-06-10,4031.29,,sim
Maria Eduarda Sales,pintoeduardo@dias.br,44,31-02-2023,6114.34,null,no
PIETRA DA MATA,henrique22@gmail.com,69,15/08/1959,"710,58",366,true
Pedro Castro,tcorreia@ig.com.br,42,15/12/1952,9962.56,null,false
Juan Gonçalves,ygoncalves@martins.com,60,1970-01-31,"932,55",623-O,não
Sr. Henrique Da Cruz,email_invalido@.com,,17/10/1934,2414.78,164,no
lavínia gonçalves,email_invalido@.com,50,2018-12-04,"700,74",627-P,sim
Luna Duarte,rochacaue@gmail.com,,29/01/1940,R$ 129.33,471-Q,1
sr. felipe costa,luiz-felipe60@uol.com.br,52,1993/04/11,R$ 395.0,926-W,yes
Júlia Alves,lauraviana@monteiro.com,,31-02-2023,"585,98",null,0
Alexandre Moraes,da-cruzsabrina@peixoto.br,,1945/10/30,624.29,null,true
Sr. Gabriel Carvalho,natalia61@silva.com,,12/07/1997,"594,79",468-F,não
Dr. Theo Araújo,da-conceicaomaria-cecilia@da.org,42,1963/05/10,7111.52,101-K,false
Luiz Felipe Nascimento,wpinto@cardoso.com,,1989/03/28,"909,52",null,
Olivia Freitas,joaquim95@barros.br,,1985-08-15,R$ 824.6,null,não
ana lívia melo,luiz-gustavorodrigues@hotmail.com,52,1989/07/19,"535,21",472,1
Srta. Ana Clara Correia,eda-luz@hotmail.com,47,07/03/1959,8513.98,838,sim
Lucca Da Conceição,lunarocha@uol.com.br,50,31-02-2023,"681,14",null,true
KAMILLY FREITAS,wgomes@hotmail.com,,10/02/1992,"72,18",953-R,yes
vitor hugo viana,tsilva@yahoo.com.br,48,15/07/1987,R$ 58.85,,não
ISAAC FREITAS,email_invalido@.com,52,1986-12-12,R$ 106.18,,1
dr. yuri pereira,bteixeira@nascimento.com,44,12/11/1944,R$ 760.85,188-T,0
VITÓRIA DA COSTA,benicio12@bol.com.br,,2018-06-06,2442.26,,
joaquim castro,freitasgabriela@nascimento.com,52,1990-08-09,"178,58",506,no
Dra. Cecília da Rosa,luiz-felipepereira@uol.com.br,57,1979/09/15,"747,67",,no
dr. yuri araújo,gomesluna@correia.com,,31-02-2023,"114,89",737-O,não
Eloah Ramos,ida-cruz@da.br,,1978-12-27,R$ 976.68,null,
Matheus Moraes,jsilveira@ig.com.br,,1983/02/09,3976.74,785,0
dr. thiago melo,email_invalido@.com,,31-02-2023,R$ 62.4,917-C,false
Dra. Maria Eduarda Ramos,juliamartins@bol.com.br,40,11/07/1966,6989.39,808,yes
enzo mendes,luiza68@cavalcanti.com,22,20/07/1936,8922.26,534-B,no
Maria Pinto,vieirajoao-guilherme@mendes.br,,1996-04-01,"631,99",,no
Dr. Vitor Fogaça,dcampos@cunha.com,,1982/11/09,R$ 525.86,729,
Alice Pires,maria-luiza20@bol.com.br,19,1996-05-06,R$ 251.1,686,yes
Letícia Caldeira,luiz-miguel48@gmail.com,47,31-02-2023,R$ 302.71,319,sim
CAIO DA ROCHA,gporto@melo.com,,25/02/1991,"14,15",null,1
Beatriz Alves,da-luzpedro@gmail.com,,1973-03-05,R$ 377.55,,
Juliana Barros,enzo-gabrielrodrigues@ig.com.br,,1997-06-06,"447,29",307,1
Pedro Miguel Martins,emanuel17@da.br,,31-02-2023,"757,28",,true
Maria Eduarda Castro,thalesferreira@ig.com.br,,01/07/1959,9975.2,null,sim
DANILO FERREIRA,caua64@almeida.br,28,10/09/1990,3931.48,null,yes
Dr. André Nunes,amandacosta@rocha.br,,2005-04-15,5229.14,841,yes
OLIVIA FARIAS,email_invalido@.com,,18/08/1952,R$ 3.14,970,1
Nina Araújo,da-pazmurilo@gmail.com,,1951/07/28,R$ 938.33,null,1
enzo da mota,cardosoana-julia@rodrigues.br,32,1978-07-09,"525,66",538-T,no
Gabriel Novaes,maria-clara08@ig.com.br,47,31-02-2023,R$ 808.88,,false
Srta. Ana Júlia Pereira,cunhaalexandre@uol.com.br,,31-02-2023,R$ 517.21,485,yes
Cauã Da Costa,moreirasarah@yahoo.com.br,28,1966/05/29,R$ 85.21,388,1
alana santos,leonardojesus@gmail.com,,1987-03-26,R$ 478.54,null,1
Kevin Castro,da-cruzmiguel@nascimento.com,61,1965/01/31,"300,0",478,
Mirella Barros,email_invalido@.com,,2003/11/11,4801.61,null,não
Maria Luiza Araújo,gomeskaique@fogaca.com,,2008-07-25,3572.51,,não
Maria Sophia Pires,email_invalido@.com,51,2005-10-22,"986,54",751,true
Davi Lucas Cardoso,eduardada-mata@yahoo.com.br,,2007-11-25,6083.9,645,1
SAMUEL BARROS,marianacorreia@almeida.com,62,2013-07-29,R$ 355.84,229,0
amanda peixoto,julia01@hotmail.com,62,13/05/1957,"239,3",,1
Alana Teixeira,davi82@campos.br,,2023-03-05,R$ 74.6,,true
sra. ana vitória novaes,igomes@fogaca.net,39,2002/04/03,R$ 855.57,,false
Stella Costa,email_invalido@.com,48,03/01/1951,R$ 452.86,576-Y,
isabella caldeira,raragao@moreira.com,,25/02/1980,6246.3,673-T,no
ISIS RODRIGUES,souzalaura@aragao.com,,1950/04/07,6790.49,432-D,0
elisa sales,maria32@gmail.com,56,1995-01-07,R$ 400.51,,true
Natália Duarte,araujocarolina@uol.com.br,68,1982-04-03,4754.36,636,false
Bárbara Caldeira,mmendes@hotmail.com,,1954/09/15,6373.26,668,sim
STELLA BARROS,ferreirajuan@pires.br,,2009-10-04,"451,65",303,1
ANTÔNIO PEREIRA,sarah56@ig.com.br,28,31-02-2023,"817,97",697-W,no
ELOAH FERNANDES,rezendeana-laura@cardoso.br,,31-02-2023,R$ 588.51,202,true
gabriela cardoso,enrico84@alves.com,,1957/07/09,3388.28,188-Y,sim
Vinicius Gomes,email_invalido@.com,65,11/12/1988,R$ 460.47,,no
Bruna Rocha,mirella94@da.br,24,2013-06-20,R$ 681.85,null,no
ISAAC ARAGÃO,nogueiraana-sophia@hotmail.com,,31-02-2023,R$ 651.31,null,yes
otávio fogaça,diasnicole@ig.com.br,,27/03/1990,R$ 399.78,966,sim
carlos eduardo costa,isiscarvalho@carvalho.org,,1951/09/17,"187,18",917-Z,no
Isaac Almeida,email_invalido@.com,,2018-12-01,"933,36",,no
Gustavo Pires,email_invalido@.com,,1957/03/04,"580,38",271,true
Sophia Da Cruz,gustavo-henriquearaujo@castro.com,,1996-07-29,"897,65",,true
Sr. Davi Luiz Nascimento,luiz-fernandocampos@hotmail.com,25,1938/03/08,"400,29",,yes
SRTA. KAMILLY DIAS,erick77@ig.com.br,,2023-08-20,"212,69",null,0
Rafaela Martins,kaique95@ig.com.br,52,31-02-2023,8102.4,null,
VINICIUS DA CONCEIÇÃO,gda-paz@pereira.net,69,31-02-2023,8520.19,,true
lorenzo gonçalves,isabella17@gmail.com,64,1976/02/27,"567,94",null,no
Dra. Emilly Ferreira,email_invalido@.com,20,1947/03/06,R$ 539.32,null,1
Larissa Nogueira,da-luzpedro-miguel@yahoo.com.br,,31-02-2023,"599,9",632,sim
Dr. Kaique Oliveira,heloisada-rosa@alves.com,,2009-05-19,3568.66,260,0
Sabrina Pereira,oalves@ig.com.br,,13/02/1943,9752.66,null,não
Matheus Costa,email_invalido@.com,,31-02-2023,"608,72",828-V,no
srta. maria fernanda gomes,frodrigues@ig.com.br,,31-02-2023,R$ 358.99,107-I,não
Ana Julia Campos,evelyndas-neves@martins.br,,2001/04/19,4446.69,,yes
PIETRO COSTELA,inascimento@da.com,61,2007-01-14,R$ 374.55,null,
Sr. Gabriel Cardoso,rmoura@viana.org,,09/11/1960,3824.61,744-W,no
BERNARDO SOUZA,joao-pedrosilva@gmail.com,,31-02-2023,R$ 818.26,918,não
RAFAEL CASTRO,cunhamurilo@caldeira.com,34,02/07/1943,2404.19,825-L,no
letícia teixeira,silveirarebeca@yahoo.com.br,,15/08/2002,5926.21,null,no
Heloísa Campos,sabrinacardoso@uol.com.br,,01/01/1939,"828,16",null,true
luiz gustavo nogueira,otavioda-mota@pinto.br,39,1997-01-21,"982,26",268-W,yes
nina cavalcanti,portobianca@araujo.br,,1979-06-27,R$ 764.5,161,sim
DIEGO PEIXOTO,agathacampos@hotmail.com,,1969/04/10,R$ 291.46,null,yes
Sr. Luiz Gustavo Souza,email_invalido@.com,22,1973-05-23,6983.1,null,1
LUCAS DUARTE,email_invalido@.com,,31-02-2023,"215,62",null,true
PAULO DIAS,enzo-gabrielcunha@uol.com.br,,1996-05-23,R$ 284.87,,yes
Calebe Gomes,azevedolara@lopes.br,51,31-02-2023,R$ 804.67,null,yes
joão guilherme carvalho,tferreira@bol.com.br,,2004/02/16,R$ 712.45,462,false
Maria Aragão,email_invalido@.com,50,1958/07/21,"15,19",514,1
Clarice Rezende,rebeca87@monteiro.org,25,31-02-2023,"570,82",385-D,
RAFAEL LOPES,rviana@aragao.br,69,19/12/1946,5790.96,946-A,no
dra. emilly duarte,joao-vitor39@hotmail.com,36,1934/10/09,R$ 471.99,null,true
Eloah Souza,email_invalido@.com,,20/12/1977,"873,42",137-I,
Benício Oliveira,igormonteiro@yahoo.com.br,,31-02-2023,9603.55,,não
Maria Alice Freitas,isaac29@ig.com.br,,1984/12/15,"677,99",null,
alexia cavalcanti,gjesus@correia.com,,1954/11/12,R$ 310.34,,false
Melissa Correia,teixeiraana-livia@barbosa.com,,30/03/1997,R$ 923.5,,yes
BENÍCIO NOVAES,gsales@barros.com,,10/11/1953,R$ 204.36,488,false
pietro moreira,rocharenan@da.br,,31-02-2023,R$ 342.3,null,
Srta. Luana da Rocha,marcelasales@lopes.br,53,31-02-2023,"592,14",null,0
SRTA. MILENA GONÇALVES,martinsnathan@uol.com.br,26,16/09/1998,R$ 523.88,776-C,
dra. giovanna viana,nascimentoisabelly@yahoo.com.br,25,1982-02-19,"150,21",329-P,1
Dr. Renan Barbosa,email_invalido@.com,,2002-10-22,"701,56",957,sim
Breno Castro,cardosomariane@novaes.com,,21/02/1978,120.54,,não
Marina Alves,goncalvesjulia@souza.net,37,31-02-2023,R$ 371.33,,yes
OTÁVIO MORAES,emanuel40@monteiro.com,,2006/12/22,R$ 136.49,890-G,yes
Luiz Felipe Carvalho,joao-miguel63@hotmail.com,,31-02-2023,R$ 602.27,,não
LAÍS LIMA,sda-rosa@ig.com.br,63,2006/06/18,2142.16,,
sra. ana clara barbosa,bruna99@costa.org,,31-02-2023,R$ 641.62,,yes
Lívia Pereira,email_invalido@.com,,02/04/1961,6826.64,703,0
sr. caio pereira,ferreiramaria-sophia@ig.com.br,,16/06/1971,"719,41",null,não
NINA PEREIRA,mourafelipe@carvalho.org,61,1992-09-19,"245,35",662-J,yes
Amanda Moura,jesusian@castro.com,,31-02-2023,4888.46,,1
Gabriela Farias,zlima@yahoo.com.br,42,1983/07/03,"993,34",,sim
Sr. Theo Monteiro,vianasofia@ig.com.br,24,31/05/1937,R$ 25.99,null,sim
evelyn azevedo,leandro54@bol.com.br,29,2023-06-17,"352,81",,false
Juliana Freitas,vianalais@ig.com.br,,1944/10/02,4696.66,283-R,sim
Valentina Rezende,lucas-gabriel28@rezende.org,,19/12/1949,"115,83",223-I,0
clarice moreira,marianeribeiro@alves.com,,1989/05/28,"175,17",null,true
bryan santos,franciscoribeiro@bol.com.br,,1980/12/29,R$ 861.67,215-Y,no
MARIA CECÍLIA PEREIRA,smonteiro@yahoo.com.br,,1998/08/29,"197,55",924-P,1
CLARA DA COSTA,lopesbruno@das.com,69,27/07/1973,4431.9,,
